customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
21611,female,60+,west,sports,online,shopclues,1,customer service was unhelpful.,negative,28,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21612,female,46-60,central,fashion,online,amazon,3,works fine but could be better.,neutral,26,yes,no,1,0,works fine but could be better,0,24-48h
21613,male,18-25,south,fashion,online,croma,1,not worth the price.,negative,14,yes,yes,1,1,not worth the price,-1,12-24h
21614,male,36-45,north,sports,online,paytm mall,5,very satisfied with the quality.,positive,66,no,no,0,0,very satisfied with the quality,1,>48h
21615,female,26-35,north,groceries,online,bigbasket,1,not worth the price.,negative,3,yes,yes,1,1,not worth the price,-1,<12h
21616,male,36-45,south,beauty,online,swiggy instamart,5,fast delivery and great packaging.,positive,42,yes,no,1,0,fast delivery and great packaging,1,24-48h
21617,female,36-45,central,sports,online,jiomart,5,excellent product! exceeded expectations.,positive,30,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21618,male,60+,east,home & kitchen,online,paytm mall,2,product stopped working after few days.,negative,40,yes,yes,1,1,product stopped working after few days,-1,24-48h
21619,female,18-25,east,books,online,facebook marketplace,5,"amazing experience, highly recommend!",positive,62,no,no,0,0,amazing experience highly recommend,1,>48h
21620,other,36-45,north,books,online,tata cliq,2,not worth the price.,negative,19,yes,yes,1,1,not worth the price,-1,12-24h
21621,female,60+,west,electronics,online,tata cliq,3,average experience overall.,neutral,37,yes,no,1,0,average experience overall,0,24-48h
21622,female,18-25,north,fashion,online,lenskart,5,great value for money.,positive,2,yes,no,1,0,great value for money,1,<12h
21623,female,26-35,west,fashion,online,snapdeal,2,late delivery and poor packaging.,negative,46,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21624,female,46-60,central,fashion,online,snapdeal,3,neutral about the quality.,neutral,38,yes,no,1,0,neutral about the quality,0,24-48h
21625,other,18-25,west,beauty,online,bigbasket,2,not worth the price.,negative,40,yes,yes,1,1,not worth the price,-1,24-48h
21626,male,26-35,east,home & kitchen,online,amazon,2,very disappointed with the quality.,negative,70,no,yes,0,1,very disappointed with the quality,-1,>48h
21627,male,60+,west,sports,online,myntra,3,"product is okay, nothing special.",neutral,27,yes,no,1,0,product is okay nothing special,0,24-48h
21628,other,36-45,south,books,online,myntra,1,late delivery and poor packaging.,negative,28,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21629,female,18-25,west,fashion,online,myntra,3,works fine but could be better.,neutral,48,no,no,0,0,works fine but could be better,0,24-48h
21630,male,60+,west,fashion,online,zepto,1,product stopped working after few days.,negative,67,no,yes,0,1,product stopped working after few days,-1,>48h
21631,female,36-45,north,fashion,online,lenskart,2,not worth the price.,negative,21,yes,yes,1,1,not worth the price,-1,12-24h
21632,male,36-45,south,books,online,shopclues,2,late delivery and poor packaging.,negative,5,yes,yes,1,1,late delivery and poor packaging,-1,<12h
21633,female,60+,west,travel,online,swiggy instamart,3,"delivery was fine, product is decent.",neutral,29,yes,no,1,0,delivery was fine product is decent,0,24-48h
21634,other,26-35,east,automobile,online,flipkart,1,late delivery and poor packaging.,negative,16,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21635,male,26-35,south,automobile,online,bigbasket,1,very disappointed with the quality.,negative,34,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21636,other,36-45,central,sports,online,paytm mall,5,very satisfied with the quality.,positive,21,yes,no,1,0,very satisfied with the quality,1,12-24h
21637,male,26-35,central,fashion,online,others,5,very satisfied with the quality.,positive,27,yes,no,1,0,very satisfied with the quality,1,24-48h
21638,male,18-25,west,beauty,online,swiggy instamart,3,"product is okay, nothing special.",neutral,27,yes,no,1,0,product is okay nothing special,0,24-48h
21639,other,18-25,east,travel,online,ajio,1,late delivery and poor packaging.,negative,17,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21640,female,26-35,east,groceries,online,paytm mall,5,very satisfied with the quality.,positive,40,yes,no,1,0,very satisfied with the quality,1,24-48h
21641,other,18-25,central,electronics,online,myntra,5,excellent product! exceeded expectations.,positive,8,yes,no,1,0,excellent product exceeded expectations,1,<12h
21642,other,36-45,east,fashion,online,reliance digital,3,average experience overall.,neutral,60,no,no,0,0,average experience overall,0,>48h
21643,other,60+,central,beauty,online,others,1,product stopped working after few days.,negative,45,yes,yes,1,1,product stopped working after few days,-1,24-48h
21644,male,26-35,central,automobile,online,nykaa,5,excellent product! exceeded expectations.,positive,41,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21645,male,18-25,central,groceries,online,others,5,"amazing experience, highly recommend!",positive,17,yes,no,1,0,amazing experience highly recommend,1,12-24h
21646,male,18-25,west,beauty,online,reliance digital,3,"delivery was fine, product is decent.",neutral,9,yes,no,1,0,delivery was fine product is decent,0,<12h
21647,female,18-25,south,automobile,online,zepto,3,works fine but could be better.,neutral,23,yes,no,1,0,works fine but could be better,0,12-24h
21648,female,36-45,south,home & kitchen,online,swiggy instamart,2,very disappointed with the quality.,negative,3,yes,yes,1,1,very disappointed with the quality,-1,<12h
21649,other,36-45,central,books,online,amazon,3,neutral about the quality.,neutral,21,yes,no,1,0,neutral about the quality,0,12-24h
21650,male,36-45,east,home & kitchen,online,lenskart,4,great value for money.,positive,50,no,no,0,0,great value for money,1,>48h
21651,male,46-60,south,electronics,online,flipkart,3,average experience overall.,neutral,51,no,no,0,0,average experience overall,0,>48h
21652,female,26-35,north,fashion,online,bigbasket,3,average experience overall.,neutral,51,no,no,0,0,average experience overall,0,>48h
21653,female,46-60,west,groceries,online,shopclues,3,"product is okay, nothing special.",neutral,28,yes,no,1,0,product is okay nothing special,0,24-48h
21654,other,60+,central,electronics,online,snapdeal,2,late delivery and poor packaging.,negative,1,yes,yes,1,1,late delivery and poor packaging,-1,<12h
21655,male,18-25,south,fashion,online,meesho,4,fast delivery and great packaging.,positive,57,no,no,0,0,fast delivery and great packaging,1,>48h
21656,female,18-25,west,groceries,online,meesho,1,customer service was unhelpful.,negative,7,yes,yes,1,1,customer service was unhelpful,-1,<12h
21657,other,26-35,south,travel,online,jiomart,2,customer service was unhelpful.,negative,30,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21658,female,18-25,south,travel,online,myntra,1,customer service was unhelpful.,negative,63,no,yes,0,1,customer service was unhelpful,-1,>48h
21659,other,60+,east,automobile,online,reliance digital,2,product stopped working after few days.,negative,59,no,yes,0,1,product stopped working after few days,-1,>48h
21660,female,60+,south,travel,online,swiggy instamart,2,late delivery and poor packaging.,negative,42,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21661,male,36-45,central,sports,online,lenskart,1,product stopped working after few days.,negative,45,yes,yes,1,1,product stopped working after few days,-1,24-48h
21662,other,18-25,central,fashion,online,lenskart,1,very disappointed with the quality.,negative,33,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21663,female,60+,south,sports,online,facebook marketplace,5,fast delivery and great packaging.,positive,31,yes,no,1,0,fast delivery and great packaging,1,24-48h
21664,male,60+,south,beauty,online,croma,3,average experience overall.,neutral,7,yes,no,1,0,average experience overall,0,<12h
21665,male,36-45,north,books,online,snapdeal,4,fast delivery and great packaging.,positive,62,no,no,0,0,fast delivery and great packaging,1,>48h
21666,male,46-60,west,groceries,online,lenskart,2,customer service was unhelpful.,negative,20,yes,yes,1,1,customer service was unhelpful,-1,12-24h
21667,male,46-60,west,books,online,myntra,1,customer service was unhelpful.,negative,40,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21668,other,36-45,central,sports,online,reliance digital,4,"amazing experience, highly recommend!",positive,52,no,no,0,0,amazing experience highly recommend,1,>48h
21669,female,26-35,east,automobile,online,flipkart,3,"product is okay, nothing special.",neutral,61,no,no,0,0,product is okay nothing special,0,>48h
21670,male,26-35,central,electronics,online,flipkart,3,"product is okay, nothing special.",neutral,41,yes,no,1,0,product is okay nothing special,0,24-48h
21671,male,26-35,north,travel,online,snapdeal,1,not worth the price.,negative,4,yes,yes,1,1,not worth the price,-1,<12h
21672,male,26-35,south,beauty,online,croma,2,not worth the price.,negative,39,yes,yes,1,1,not worth the price,-1,24-48h
21673,other,46-60,east,sports,online,others,3,neutral about the quality.,neutral,32,yes,no,1,0,neutral about the quality,0,24-48h
21674,female,60+,west,beauty,online,nykaa,3,"product is okay, nothing special.",neutral,57,no,no,0,0,product is okay nothing special,0,>48h
21675,male,18-25,south,fashion,online,lenskart,4,excellent product! exceeded expectations.,positive,32,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21676,other,18-25,south,sports,online,jiomart,4,great value for money.,positive,52,no,no,0,0,great value for money,1,>48h
21677,other,36-45,north,automobile,online,flipkart,3,"delivery was fine, product is decent.",neutral,30,yes,no,1,0,delivery was fine product is decent,0,24-48h
21678,male,46-60,central,fashion,online,myntra,3,works fine but could be better.,neutral,21,yes,no,1,0,works fine but could be better,0,12-24h
21679,other,36-45,east,groceries,online,bigbasket,3,"delivery was fine, product is decent.",neutral,47,yes,no,1,0,delivery was fine product is decent,0,24-48h
21680,other,60+,north,sports,online,boat,3,neutral about the quality.,neutral,66,no,no,0,0,neutral about the quality,0,>48h
21681,male,46-60,south,home & kitchen,online,nykaa,4,fast delivery and great packaging.,positive,24,yes,no,1,0,fast delivery and great packaging,1,12-24h
21682,other,46-60,east,home & kitchen,online,tata cliq,2,product stopped working after few days.,negative,43,yes,yes,1,1,product stopped working after few days,-1,24-48h
21683,female,36-45,east,fashion,online,reliance digital,3,"product is okay, nothing special.",neutral,57,no,no,0,0,product is okay nothing special,0,>48h
21684,female,18-25,east,beauty,online,jiomart,4,fast delivery and great packaging.,positive,10,yes,no,1,0,fast delivery and great packaging,1,<12h
21685,male,18-25,north,fashion,online,reliance digital,5,excellent product! exceeded expectations.,positive,1,yes,no,1,0,excellent product exceeded expectations,1,<12h
21686,male,46-60,central,books,online,shopclues,4,fast delivery and great packaging.,positive,37,yes,no,1,0,fast delivery and great packaging,1,24-48h
21687,other,26-35,central,fashion,online,bigbasket,3,neutral about the quality.,neutral,66,no,no,0,0,neutral about the quality,0,>48h
21688,other,46-60,south,electronics,online,amazon,4,fast delivery and great packaging.,positive,31,yes,no,1,0,fast delivery and great packaging,1,24-48h
21689,male,26-35,south,travel,online,tata cliq,1,not worth the price.,negative,13,yes,yes,1,1,not worth the price,-1,12-24h
21690,male,18-25,north,groceries,online,lenskart,3,"delivery was fine, product is decent.",neutral,58,no,no,0,0,delivery was fine product is decent,0,>48h
21691,female,46-60,north,fashion,online,boat,4,great value for money.,positive,60,no,no,0,0,great value for money,1,>48h
21692,other,60+,central,beauty,online,myntra,2,product stopped working after few days.,negative,67,no,yes,0,1,product stopped working after few days,-1,>48h
21693,other,36-45,north,electronics,online,shopclues,4,"amazing experience, highly recommend!",positive,59,no,no,0,0,amazing experience highly recommend,1,>48h
21694,other,18-25,south,groceries,online,meesho,4,fast delivery and great packaging.,positive,16,yes,no,1,0,fast delivery and great packaging,1,12-24h
21695,female,36-45,central,sports,online,meesho,5,great value for money.,positive,28,yes,no,1,0,great value for money,1,24-48h
21696,male,60+,south,beauty,online,ajio,5,fast delivery and great packaging.,positive,52,no,no,0,0,fast delivery and great packaging,1,>48h
21697,other,26-35,west,travel,online,zepto,3,works fine but could be better.,neutral,48,no,no,0,0,works fine but could be better,0,24-48h
21698,other,18-25,north,automobile,online,reliance digital,1,very disappointed with the quality.,negative,39,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21699,female,46-60,central,sports,online,croma,1,customer service was unhelpful.,negative,34,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21700,female,26-35,central,automobile,online,jiomart,5,fast delivery and great packaging.,positive,65,no,no,0,0,fast delivery and great packaging,1,>48h
21701,male,18-25,central,automobile,online,amazon,2,late delivery and poor packaging.,negative,57,no,yes,0,1,late delivery and poor packaging,-1,>48h
21702,female,46-60,west,beauty,online,swiggy instamart,2,customer service was unhelpful.,negative,6,yes,yes,1,1,customer service was unhelpful,-1,<12h
21703,male,26-35,central,electronics,online,lenskart,3,works fine but could be better.,neutral,47,yes,no,1,0,works fine but could be better,0,24-48h
